ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6
151,140000.0,1,2,1,32,0,0,0,0,2,0,86627,78142.0,68336.0,64648,58319.0,55251,3455.0,3110.0,5000.0,0.0,2100.0,2602.0
152,80000.0,1,1,2,25,0,0,0,0,0,0,42444,55744.0,43476.0,41087,41951.0,31826,30000.0,3000.0,6000.0,8000.0,2000.0,14000.0
153,350000.0,1,1,2,41,1,-1,-1,-1,-1,-2,208,2906.0,1000.0,630,0.0,0,2906.0,1000.0,630.0,0.0,0.0,0.0
160,50000.0,1,3,1,57,3,2,0,0,0,0,12854,12362.0,13447.0,13427,13711.0,14083,0.0,1600.0,500.0,500.0,600.0,600.0
164,250000.0,2,1,1,34,0,0,2,0,0,0,141223,156858.0,151841.0,152803,155997.0,160220,17994.0,0.0,5469.0,5656.0,6811.0,3920.0
166,110000.0,2,1,2,27,0,0,0,0,0,0,101640,104795.0,104855.0,74737,76058.0,77254,5500.0,3900.0,3000.0,2900.0,3000.0,2800.0
170,50000.0,2,2,2,22,0,0,0,0,0,0,28040,29092.0,29366.0,27737,28318.0,28806,1510.0,1442.0,982.0,1017.0,1277.0,567.0
179,20000.0,2,2,2,22,0,0,0,0,0,0,16001,12622.0,13221.0,13130,14034.0,14906,1212.0,1201.0,500.0,1500.0,1500.0,1000.0
183,500000.0,2,1,1,47,0,0,0,0,0,0,56422,110616.0,110340.0,122967,108834.0,70064,70010.0,30357.0,30000.0,20000.0,52183.0,20000.0
190,20000.0,2,2,2,31,1,5,4,4,3,2,21703,21087.0,21461.0,20835,20219.0,20487,0.0,1000.0,0.0,0.0,760.0,0.0
197,150000.0,2,2,1,34,-2,-2,-2,-2,-2,-2,0,0.0,0.0,116,0.0,1500,0.0,0.0,116.0,0.0,1500.0,0.0
205,360000.0,2,2,1,48,0,0,0,0,0,0,226430,231878.0,234192.0,190211,173557.0,146511,9100.0,7300.0,5800.0,5600.0,5600.0,4100.0
212,210000.0,2,1,1,38,1,-2,-1,0,-1,-1,0,0.0,250.0,123,789.0,1222,0.0,250.0,0.0,789.0,1222.0,9616.0
217,240000.0,2,2,1,36,1,-2,-2,-2,-2,-2,-946,-946.0,-946.0,-946,-946.0,-946,0.0,0.0,0.0,0.0,0.0,0.0
218,80000.0,1,2,2,36,2,0,0,0,0,0,79278,78501.0,78534.0,80016,76235.0,78245,3100.0,3500.0,3400.0,3000.0,3500.0,3000.0
228,20000.0,1,2,1,37,0,0,0,0,0,0,16455,16511.0,18902.0,18768,18650.0,19175,1609.0,3000.0,663.0,676.0,834.0,782.0
232,20000.0,1,2,2,23,1,2,0,0,2,0,20235,17132.0,16856.0,16875,13454.0,10104,0.0,1200.0,1000.0,0.0,1000.0,10000.0
234,190000.0,1,2,2,34,2,0,0,0,2,2,129801,131383.0,134379.0,142323,140120.0,150052,5000.0,5000.0,10000.0,0.0,12118.0,2769.0
237,150000.0,2,2,2,27,0,0,0,0,0,0,127402,110050.0,51547.0,44384,36900.0,29497,4500.0,1745.0,1566.0,1208.0,1077.0,2529.0
238,210000.0,2,1,2,31,-2,-2,-2,-2,-1,-1,1440,0.0,7422.0,893,6082.0,2293,0.0,7422.0,893.0,6082.0,2293.0,3299.0
241,60000.0,2,1,2,28,1,2,2,-2,-2,-1,21501,20650.0,0.0,0,0.0,2285,0.0,0.0,0.0,0.0,2285.0,0.0
243,50000.0,2,2,2,27,0,0,0,0,0,0,26655,27724.0,28676.0,27990,28790.0,29399,1800.0,1750.0,900.0,1200.0,1200.0,1100.0
246,20000.0,2,2,2,40,0,0,0,0,0,-2,19816,20396.0,20102.0,19575,0.0,0,1601.0,2203.0,2114.0,0.0,0.0,0.0
247,250000.0,2,2,1,75,0,-1,-1,-1,-1,-1,52874,1631.0,1536.0,1010,5572.0,794,1631.0,1536.0,1010.0,5572.0,794.0,1184.0
261,510000.0,2,1,2,29,0,0,0,0,0,0,78331,99414.0,107686.0,103776,87265.0,36739,40010.0,20094.0,5000.0,5001.0,25365.0,65000.0
265,80000.0,2,1,2,37,-1,-1,-1,-1,-1,-1,10115,249.0,5986.0,188,1644.0,16872,258.0,5995.0,188.0,1644.0,16872.0,4000.0
266,150000.0,2,2,1,25,-1,-1,-2,-1,-1,-1,6156,0.0,0.0,316,316.0,316,0.0,0.0,316.0,316.0,316.0,316.0
267,10000.0,1,3,2,23,0,0,0,0,0,2,6974,7838.0,9002.0,9182,9729.0,9411,1134.0,1298.0,478.0,847.0,0.0,175.0
268,130000.0,2,3,2,49,0,0,0,0,0,0,89003,91362.0,72197.0,49654,28065.0,27500,4100.0,3095.0,1630.0,561.0,600.0,0.0
270,50000.0,1,2,2,27,3,2,2,0,0,-1,13694,14880.0,14242.0,13968,14319.0,2614,1700.0,0.0,426.0,501.0,2614.0,1390.0
272,120000.0,1,1,1,34,-1,2,-1,0,0,0,1082,632.0,1350.0,900,450.0,0,0.0,1350.0,0.0,0.0,0.0,450.0
280,250000.0,2,2,1,31,0,0,0,0,0,0,103109,102594.0,97109.0,99029,100871.0,101299,4000.0,4500.0,5000.0,4000.0,5000.0,4400.0
283,180000.0,2,3,2,30,0,0,0,0,0,0,163935,153152.0,147032.0,122196,103692.0,70204,7722.0,6091.0,3563.0,3605.0,3000.0,3211.0
285,230000.0,2,3,1,32,0,0,0,0,0,0,195126,88743.0,92195.0,94814,98182.0,98457,5000.0,5000.0,5000.0,5000.0,4000.0,5000.0
288,440000.0,2,2,1,46,0,0,0,0,0,0,180641,181557.0,149944.0,113135,105280.0,97622,8610.0,6907.0,3727.0,3800.0,4001.0,2701.0
297,120000.0,2,2,1,29,-1,-1,-1,-1,-1,-1,1686,657.0,2179.0,1423,0.0,1820,657.0,2319.0,1423.0,0.0,1820.0,2496.0
298,210000.0,2,2,1,36,0,0,0,0,0,0,143225,142996.0,144415.0,148190,147993.0,131629,6483.0,5082.0,6000.0,5900.0,4544.0,4700.0
299,280000.0,2,1,1,36,0,0,0,0,0,0,58983,60788.0,63225.0,29701,30172.0,30771,2755.0,3463.0,1300.0,1100.0,1100.0,2000.0
300,300000.0,1,1,2,34,1,-2,-1,0,-1,-1,0,0.0,13001.0,12601,19595.0,203,0.0,13001.0,0.0,19595.0,203.0,0.0
302,440000.0,2,1,2,36,-2,-2,-2,-2,-2,-2,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,162000.0,0.0
304,20000.0,2,1,2,25,0,0,2,0,0,0,11968,14564.0,27820.0,15824,15761.0,12510,2800.0,0.0,4000.0,1700.0,1000.0,2000.0
308,300000.0,2,2,1,27,1,-1,-1,-2,-2,-2,0,5215.0,0.0,0,0.0,0,5215.0,0.0,0.0,0.0,0.0,0.0
317,110000.0,2,2,2,36,0,0,0,0,0,0,47819,48947.0,50330.0,50894,52175.0,53652,2200.0,2500.0,2000.0,2100.0,2500.0,2200.0
321,110000.0,1,2,2,29,1,2,2,0,0,0,58362,56598.0,51908.0,48647,47862.0,47969,2500.0,0.0,2000.0,2000.0,1854.0,2000.0
322,340000.0,2,1,2,27,0,0,0,0,0,0,172180,180140.0,166281.0,155628,145645.0,103263,21105.0,5461.0,5000.0,5849.0,2732.0,50000.0
324,230000.0,2,2,1,28,0,0,0,-2,-1,-1,26361,18826.0,1100.0,2100,767.0,6173,1710.0,1100.0,1000.0,767.0,6173.0,1000.0
328,60000.0,2,2,1,34,2,2,2,2,2,0,24898,27976.0,27233.0,30184,29566.0,30225,3800.0,0.0,3720.0,0.0,1300.0,1291.0
333,60000.0,2,1,2,28,1,2,0,0,0,0,10540,10232.0,11237.0,11427,20973.0,31857,0.0,1483.0,673.0,10000.0,11540.0,7000.0
339,50000.0,2,2,1,31,0,0,0,0,0,0,46512,47716.0,49675.0,30929,30078.0,29170,1974.0,4406.0,1061.0,1073.0,1046.0,1047.0
343,200000.0,2,1,2,29,-1,2,-1,-1,-1,2,2393,183.0,4847.0,20183,24815.0,24248,0.0,4872.0,20183.0,5000.0,0.0,1000.0
344,180000.0,1,1,1,39,0,0,-1,0,0,-1,274731,281713.0,242063.0,122295,-1005.0,1005,11000.0,145000.0,26000.0,0.0,101005.0,1898.0
348,50000.0,2,2,2,29,0,0,0,0,0,0,47081,49316.0,50409.0,45545,39963.0,41145,3000.0,2000.0,2000.0,2000.0,2000.0,2000.0
350,30000.0,2,2,2,26,0,0,0,0,0,0,17893,19012.0,20123.0,20222,20796.0,19844,1411.0,1522.0,621.0,795.0,715.0,1000.0
353,380000.0,1,1,2,30,1,-2,-2,-2,-2,-2,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
358,380000.0,1,2,2,34,0,0,0,0,0,0,194314,179206.0,193992.0,174675,171253.0,169121,9010.0,35000.0,5000.0,6000.0,5000.0,4400.0
363,50000.0,1,2,2,32,4,3,2,0,0,0,45734,44741.0,43562.0,44039,45008.0,25775,0.0,0.0,1262.0,1358.0,1275.0,1590.0
364,110000.0,1,1,1,40,1,-2,-1,0,-1,-1,0,0.0,2066.0,2000,216.0,216,0.0,2066.0,0.0,216.0,216.0,66.0
366,330000.0,2,2,1,56,1,-1,-1,-2,-1,-1,-9,1520.0,1488.0,0,3965.0,8676,1529.0,1507.0,0.0,3965.0,8676.0,384.0
387,80000.0,2,1,2,29,1,-1,-1,-2,-2,-2,0,80000.0,0.0,0,0.0,0,80000.0,0.0,0.0,0.0,0.0,0.0
388,80000.0,1,3,1,73,-1,0,0,2,2,2,63144,65631.0,68875.0,70646,72870.0,75018,3500.0,4330.0,3500.0,3500.0,3500.0,5100.0
390,260000.0,1,1,1,30,-1,-1,-1,0,0,-1,1131,291.0,582.0,291,0.0,291,291.0,582.0,0.0,0.0,130291.0,651.0
391,350000.0,1,1,1,38,1,-2,-2,-2,-2,-2,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
395,360000.0,1,1,1,51,-1,-1,-1,-2,-2,-2,38000,25000.0,0.0,0,0.0,0,25000.0,0.0,0.0,0.0,0.0,0.0
399,210000.0,2,2,1,30,0,0,0,0,0,0,104701,106134.0,108423.0,91143,82733.0,74125,4002.0,5000.0,3500.0,3000.0,2700.0,5000.0
400,120000.0,2,2,2,25,2,2,2,2,2,2,120298,120822.0,109887.0,116313,119311.0,117167,4007.0,0.0,8272.0,5000.0,0.0,4400.0
405,160000.0,2,1,2,29,2,2,2,2,2,2,160432,163916.0,159676.0,166893,170098.0,153800,7500.0,0.0,11558.0,5800.0,0.0,5654.0
406,200000.0,1,1,1,52,-2,-2,-2,-2,-2,-2,3858,2690.0,3410.0,0,0.0,82150,2690.0,3487.0,0.0,0.0,85900.0,396.0
408,500000.0,1,1,1,37,1,2,0,0,0,0,507062,491956.0,430637.0,376657,356636.0,303510,325.0,15296.0,12137.0,12312.0,14113.0,10526.0
411,60000.0,2,1,2,23,1,2,2,2,2,2,29332,28577.0,30805.0,31601,32349.0,32965,0.0,2709.0,1600.0,1400.0,1300.0,1200.0
414,230000.0,2,2,2,27,1,2,0,0,0,0,13668,12647.0,13135.0,10596,9218.0,5068,0.0,1064.0,423.0,313.0,1000.0,4641.0
415,480000.0,2,3,1,41,-2,-2,-2,-2,-2,-2,14867,26665.0,199960.0,9033,19371.0,22593,26734.0,199982.0,9033.0,19371.0,22593.0,2000.0
422,440000.0,2,1,2,29,0,0,0,0,0,0,169661,167199.0,158520.0,156977,157963.0,151936,8071.0,9021.0,7013.0,6013.0,6028.0,6010.0
423,230000.0,2,2,2,38,-1,-1,-1,-1,-1,-1,10237,2795.0,1350.0,371,2980.0,0,2795.0,1350.0,371.0,2980.0,0.0,2213.0
427,20000.0,2,3,2,49,2,2,2,2,0,0,9551,12081.0,13087.0,12583,15327.0,16414,3000.0,1500.0,0.0,3123.0,1500.0,1000.0
428,170000.0,2,1,2,31,-1,-1,-1,-1,0,-1,199,199.0,199.0,398,199.0,199,199.0,199.0,398.0,0.0,199.0,398.0
430,210000.0,2,2,2,33,0,0,0,0,0,0,212601,177946.0,119362.0,117766,68791.0,66167,6000.0,4500.0,5000.0,3000.0,3000.0,3000.0
431,90000.0,2,2,2,25,0,0,0,0,0,0,91894,71732.0,73241.0,74424,76070.0,77648,3200.0,3300.0,3000.0,3001.0,3000.0,3100.0
434,580000.0,2,1,1,36,0,0,0,0,0,0,159760,162189.0,166127.0,169365,168755.0,167964,6422.0,6565.0,5951.0,6006.0,5894.0,5946.0
435,360000.0,1,3,1,55,0,0,-1,-1,-1,-2,9210,8485.0,17231.0,1770,0.0,0,6015.0,17454.0,1775.0,0.0,0.0,0.0
438,110000.0,1,3,1,37,0,0,0,0,0,0,61807,62499.0,62162.0,60605,60272.0,60145,2300.0,2200.0,2300.0,2200.0,2300.0,2300.0
439,50000.0,2,1,1,25,0,0,0,0,0,0,51044,50231.0,46677.0,44982,21399.0,20859,2500.0,3008.0,1000.0,761.0,800.0,704.0
441,50000.0,1,2,2,23,-1,-1,-1,-1,0,0,350,350.0,400.0,1695,12645.0,12584,350.0,400.0,1695.0,11300.0,485.0,2400.0
442,100000.0,1,1,2,32,0,0,0,0,2,2,83831,85586.0,87289.0,91451,93381.0,89522,4000.0,4037.0,6500.0,3500.0,0.0,3200.0
443,30000.0,2,1,2,26,1,-2,-1,-1,-1,-1,0,0.0,945.0,0,197.0,2995,0.0,945.0,0.0,197.0,2995.0,0.0
450,140000.0,2,3,1,30,0,0,0,2,0,0,96304,98007.0,82227.0,65000,60848.0,58880,4505.0,12906.0,0.0,2210.0,2300.0,5200.0
452,600000.0,1,1,1,53,2,2,0,0,0,0,467150,458862.0,469703.0,447130,440982.0,434715,0.0,18000.0,16000.0,16000.0,21000.0,20000.0
453,260000.0,1,2,2,37,0,0,0,-1,0,0,255691,262736.0,36638.0,122388,127402.0,131074,14000.0,5022.0,130000.0,7000.0,6000.0,6000.0
474,60000.0,1,3,1,38,1,2,2,0,0,2,29295,30321.0,31018.0,32193,34213.0,35002,1800.0,1500.0,2000.0,2700.0,1500.0,0.0
476,60000.0,2,2,2,29,0,0,0,0,0,0,27199,28358.0,28937.0,29614,30391.0,23159,1900.0,1400.0,1000.0,1100.0,1000.0,420.0
478,70000.0,2,2,1,37,0,0,0,2,0,0,66759,68200.0,72972.0,71248,50610.0,50809,2518.0,5950.0,0.0,1782.0,1985.0,2700.0
479,500000.0,2,1,1,38,-1,2,-1,-1,-1,0,600,300.0,501.0,300,600.0,450,0.0,501.0,300.0,600.0,300.0,600.0
488,320000.0,1,2,1,39,0,0,0,0,0,0,93768,91523.0,91579.0,91193,92837.0,95323,3317.0,3506.0,4218.0,5000.0,6080.0,938.0
492,30000.0,2,2,1,43,2,2,2,2,2,0,28703,26622.0,24022.0,24368,20859.0,19633,1300.0,2.0,1608.0,0.0,900.0,800.0
498,20000.0,1,2,2,23,0,0,2,0,0,0,16440,20417.0,18333.0,18848,30190.0,19664,7403.0,0.0,820.0,1025.0,1113.0,104.0
501,30000.0,2,2,1,38,0,0,0,0,2,2,20344,21705.0,22537.0,24161,25128.0,24576,2000.0,1500.0,2000.0,1500.0,0.0,1200.0
505,30000.0,1,6,1,53,-2,-2,-2,-2,-2,-2,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
506,160000.0,1,1,2,35,-1,-1,-1,-1,-1,-1,396,396.0,396.0,0,792.0,1220,396.0,396.0,0.0,793.0,1220.0,0.0
512,120000.0,2,2,2,35,-1,-1,-1,-1,-1,-1,240,240.0,240.0,240,240.0,240,240.0,240.0,240.0,240.0,240.0,240.0
513,360000.0,1,1,2,28,-1,-1,-1,-1,-1,-1,20223,52962.0,3978.0,1743,2828.0,50537,53228.0,3997.0,1750.0,2853.0,51041.0,3219.0
514,50000.0,1,2,2,23,2,2,2,2,2,2,29509,30741.0,31438.0,31924,32566.0,33081,2000.0,1500.0,1300.0,1300.0,1200.0,1500.0
517,70000.0,1,3,1,32,0,0,0,0,0,0,68739,67629.0,69188.0,68392,69884.0,71284,3060.0,3300.0,2610.0,2750.0,2750.0,5500.0
520,290000.0,2,1,1,34,0,0,0,0,0,0,93844,97708.0,103066.0,104864,110151.0,115297,6000.0,7000.0,5000.0,7000.0,7000.0,7000.0
528,620000.0,2,2,1,45,2,2,0,0,0,0,160837,156839.0,160440.0,163781,167159.0,170894,0.0,6200.0,6000.0,6000.0,6500.0,6000.0
533,10000.0,1,2,2,46,0,0,2,2,2,0,4073,6394.0,6143.0,6908,6652.0,6785,2400.0,0.0,871.0,0.0,244.0,251.0
536,60000.0,1,2,2,25,-1,-1,0,-1,-1,0,480,1675.0,3630.0,578,4825.0,6200,1675.0,2500.0,578.0,4825.0,2000.0,2435.0
538,120000.0,1,2,1,44,0,0,0,0,0,0,92007,87939.0,82094.0,59105,53442.0,46775,5417.0,2847.0,2066.0,1919.0,2200.0,0.0
541,200000.0,2,1,2,38,-1,-1,-2,-2,-1,-1,399,0.0,0.0,0,218.0,270,0.0,0.0,0.0,218.0,270.0,317.0
542,150000.0,2,1,2,28,1,-2,-2,-2,-2,-1,0,0.0,0.0,0,0.0,318,0.0,0.0,0.0,0.0,318.0,0.0
549,230000.0,2,1,2,28,-1,-1,0,0,0,0,2403,7357.0,9752.0,12608,10797.0,20539,7357.0,2566.0,3000.0,1000.0,10000.0,2000.0
552,190000.0,2,1,2,41,-1,-1,-1,-1,-1,-1,28204,0.0,16500.0,0,26854.0,554,0.0,16500.0,0.0,26854.0,500.0,0.0
553,50000.0,1,1,1,56,0,0,0,0,0,0,50715,51073.0,28185.0,28842,30399.0,29977,2500.0,1500.0,1100.0,2000.0,1500.0,1017.0
555,40000.0,2,2,2,24,-2,-2,-2,-2,-2,-2,35285,36714.0,37356.0,38184,38724.0,37255,2000.0,1600.0,1401.0,1607.0,1800.0,1751.0
565,390000.0,2,1,2,45,2,2,2,-1,2,2,834,155.0,-1690.0,4240,3346.0,2698,1.0,1693.0,6940.0,7.0,1230.0,3.0
568,360000.0,1,1,2,28,-1,-1,-1,-1,-1,-1,7071,401.0,3545.0,10540,10132.0,6220,1510.0,3575.0,10573.0,10155.0,6240.0,16071.0
572,50000.0,2,2,2,23,0,0,0,0,0,0,49809,50364.0,38429.0,18815,18305.0,19013,2040.0,2766.0,1690.0,1000.0,1000.0,1000.0
574,160000.0,2,2,2,60,-2,-1,-1,0,-1,-1,3128,5156.0,1089.0,489,3177.0,1009,5156.0,1089.0,0.0,3177.0,1009.0,0.0
575,80000.0,2,3,1,49,-1,-1,-1,-1,-1,-1,3367,4641.0,2290.0,1459,6764.0,7601,4641.0,2290.0,1459.0,6764.0,7601.0,7990.0
576,290000.0,1,1,1,53,2,0,0,0,0,0,279610,282024.0,282508.0,284660,255892.0,238266,13000.0,10200.0,10265.0,8803.0,8300.0,8546.0
581,30000.0,1,2,2,28,1,-1,-1,-2,-2,-2,0,780.0,0.0,0,0.0,0,780.0,0.0,0.0,0.0,0.0,0.0
583,160000.0,1,1,2,26,-1,-1,-1,-1,-1,-1,1433,3746.0,30258.0,1036,21572.0,9528,3757.0,30348.0,1044.0,21636.0,9556.0,6066.0
585,50000.0,1,2,2,42,0,0,0,0,0,0,50300,50898.0,49111.0,48943,45775.0,0,2200.0,1600.0,1700.0,1700.0,0.0,0.0
591,230000.0,2,1,1,30,0,0,0,-1,0,0,30341,25981.0,24092.0,65840,56538.0,51522,5000.0,5000.0,65840.0,2000.0,2000.0,10000.0
594,80000.0,1,2,1,32,0,0,0,0,0,0,48747,45955.0,44989.0,41358,42379.0,38052,2145.0,1844.0,2009.0,5017.0,2000.0,5002.0
599,80000.0,2,2,2,24,2,0,0,0,0,0,79243,75254.0,58683.0,58886,60035.0,57264,3249.0,3000.0,5000.0,2500.0,2300.0,2200.0
602,30000.0,1,3,1,59,-1,-1,-1,-1,-1,-1,390,390.0,390.0,390,390.0,1320,390.0,390.0,390.0,390.0,1320.0,0.0
607,50000.0,2,2,1,36,0,0,0,0,0,-2,9214,10359.0,7350.0,7500,0.0,0,1351.0,1500.0,150.0,0.0,0.0,0.0
610,200000.0,2,2,1,34,-1,-1,-1,-1,-1,-1,390,390.0,390.0,561,390.0,390,390.0,390.0,561.0,390.0,390.0,390.0
611,220000.0,1,1,2,43,0,0,-1,-1,-1,-1,44177,25736.0,19292.0,18900,13580.0,33150,1006.0,32906.0,18900.0,13580.0,33150.0,0.0
612,360000.0,2,1,2,29,0,0,-2,-2,-2,-1,3280,0.0,0.0,0,0.0,2650,0.0,0.0,0.0,0.0,2650.0,0.0
614,40000.0,1,2,2,23,2,2,0,0,0,0,36650,29541.0,26190.0,26710,27274.0,29551,0.0,1435.0,955.0,993.0,2734.0,0.0
619,60000.0,1,1,2,25,0,0,0,0,0,0,58839,53235.0,38533.0,39639,39619.0,39140,2018.0,1900.0,2000.0,1500.0,1900.0,2000.0
620,200000.0,2,2,1,39,0,0,0,0,0,0,80833,79100.0,70764.0,71629,70805.0,70718,3315.0,3088.0,2572.0,2559.0,2526.0,2620.0
628,230000.0,1,1,1,39,-1,-1,-1,-1,-1,-1,660,660.0,660.0,660,660.0,660,660.0,660.0,660.0,660.0,660.0,660.0
633,20000.0,2,3,1,25,0,0,0,0,0,-2,16591,16442.0,6401.0,4300,1304.0,0,1155.0,1000.0,0.0,1304.0,0.0,0.0
