date,symbol,marketcapname,sector
15-03-2021,JSWSTEEL,Largecap,Metals
15-03-2021,TECHM,Largecap,I.T
15-03-2021,DELTACORP,Midcap,Media
15-03-2021,OBEROIRLTY,Largecap,Realty
16-03-2021,INFY,Largecap,I.T
16-03-2021,HCLTECH,Largecap,I.T
16-03-2021,TCS,Largecap,I.T
16-03-2021,COFORGE,Largecap,I.T
16-03-2021,FSL,Midcap,I.T
16-03-2021,MINDTREE,Largecap,I.T
16-03-2021,RECLTD,Largecap,Finance
16-03-2021,MCX,Midcap,Miscellaneous
16-03-2021,LALPATHLAB,Largecap,Pharmaceuticals
17-03-2021,ITC,Largecap,FMCG
17-03-2021,MCX,Midcap,Miscellaneous
18-03-2021,IEX,Largecap,Miscellaneous
19-03-2021,ITC,Largecap,FMCG
19-03-2021,IEX,Largecap,Miscellaneous
22-03-2021,PIDILITIND,Largecap,Industrials
22-03-2021,HINDUNILVR,Largecap,FMCG
22-03-2021,CANFINHOME,Midcap,Finance
22-03-2021,SRTRANSFIN,Largecap,Finance
22-03-2021,UBL,Largecap,FMCG
22-03-2021,PAGEIND,Largecap,FMCG
22-03-2021,OBEROIRLTY,Largecap,Realty
23-03-2021,ACC,Largecap,Industrials
23-03-2021,AMBUJACEM,Largecap,Industrials
23-03-2021,EICHERMOT,Largecap,Auto
23-03-2021,BERGEPAINT,Largecap,Industrials
23-03-2021,SRTRANSFIN,Largecap,Finance
23-03-2021,ADANIENT,Largecap,Services
23-03-2021,BANDHANBNK,Largecap,Bank
23-03-2021,METROPOLIS,Midcap,Pharmaceuticals
23-03-2021,UBL,Largecap,FMCG
23-03-2021,PAGEIND,Largecap,FMCG
24-03-2021,AARTIIND,Largecap,Industrials
30-03-2021,HDFC,Largecap,Finance
30-03-2021,SAIL,Largecap,Metals
30-03-2021,TITAN,Largecap,Miscellaneous
30-03-2021,JSWSTEEL,Largecap,Metals
30-03-2021,PIDILITIND,Largecap,Industrials
30-03-2021,SHREECEM,Largecap,Industrials
30-03-2021,TATASTEEL,Largecap,Metals
30-03-2021,NESTLEIND,Largecap,FMCG
30-03-2021,ASIANPAINT,Largecap,Industrials
30-03-2021,METROPOLIS,Midcap,Pharmaceuticals
30-03-2021,MARICO,Largecap,FMCG
30-03-2021,GODREJCP,Largecap,FMCG
30-03-2021,DIVISLAB,Largecap,Pharmaceuticals
30-03-2021,APLLTD,Midcap,Pharmaceuticals
31-03-2021,AMBUJACEM,Largecap,Industrials
31-03-2021,TATASTEEL,Largecap,Metals
31-03-2021,HINDUNILVR,Largecap,FMCG
31-03-2021,CANFINHOME,Midcap,Finance
31-03-2021,AUROPHARMA,Largecap,Pharmaceuticals
31-03-2021,MARICO,Largecap,FMCG
31-03-2021,JINDALSTEL,Largecap,Metals
31-03-2021,DIVISLAB,Largecap,Pharmaceuticals
31-03-2021,NAVINFLUOR,Midcap,Industrials
31-03-2021,LALPATHLAB,Largecap,Pharmaceuticals
01-04-2021,ATUL,Largecap,Industrials
01-04-2021,JSWSTEEL,Largecap,Metals
01-04-2021,LICHSGFIN,Largecap,Finance
01-04-2021,SHREECEM,Largecap,Industrials
01-04-2021,AMBUJACEM,Largecap,Industrials
01-04-2021,TATASTEEL,Largecap,Metals
01-04-2021,BHARATFORG,Largecap,Industrials
01-04-2021,TATACONSUM,Largecap,FMCG
01-04-2021,JINDALSTEL,Largecap,Metals
01-04-2021,BSOFT,Midcap,I.T
01-04-2021,FSL,Midcap,I.T
01-04-2021,BAJAJFINSV,Largecap,Finance
01-04-2021,APLLTD,Midcap,Pharmaceuticals
01-04-2021,SYNGENE,Largecap,Pharmaceuticals
05-04-2021,LAURUSLABS,Largecap,Pharmaceuticals
05-04-2021,ATUL,Largecap,Industrials
05-04-2021,SAIL,Largecap,Metals
05-04-2021,INFY,Largecap,I.T
05-04-2021,JSWSTEEL,Largecap,Metals
05-04-2021,SHREECEM,Largecap,Industrials
05-04-2021,ADANIENT,Largecap,Services
05-04-2021,NMDC,Largecap,Industrials
05-04-2021,HCLTECH,Largecap,I.T
05-04-2021,JINDALSTEL,Largecap,Metals
05-04-2021,BSOFT,Midcap,I.T
05-04-2021,SYNGENE,Largecap,Pharmaceuticals
05-04-2021,LALPATHLAB,Largecap,Pharmaceuticals
05-04-2021,LTTS,Largecap,I.T
06-04-2021,LAURUSLABS,Largecap,Pharmaceuticals
06-04-2021,SAIL,Largecap,Metals
06-04-2021,JSWSTEEL,Largecap,Metals
06-04-2021,LUPIN,Largecap,Pharmaceuticals
06-04-2021,BRITANNIA,Largecap,FMCG
06-04-2021,ADANIENT,Largecap,Services
06-04-2021,JINDALSTEL,Largecap,Metals
06-04-2021,TCS,Largecap,I.T
06-04-2021,ADANIPORTS,Largecap,Realty
06-04-2021,LALPATHLAB,Largecap,Pharmaceuticals
07-04-2021,LAURUSLABS,Largecap,Pharmaceuticals
07-04-2021,ATUL,Largecap,Industrials
07-04-2021,DABUR,Largecap,FMCG
07-04-2021,DRREDDY,Largecap,Pharmaceuticals
07-04-2021,JSWSTEEL,Largecap,Metals
07-04-2021,NESTLEIND,Largecap,FMCG
07-04-2021,BRITANNIA,Largecap,FMCG
07-04-2021,SRF,Midcap,Industrials
07-04-2021,APOLLOHOSP,Largecap,Pharmaceuticals
07-04-2021,PIIND,Largecap,Industrials
07-04-2021,AARTIIND,Largecap,Industrials
07-04-2021,IPCALAB,Largecap,Pharmaceuticals
07-04-2021,AUROPHARMA,Largecap,Pharmaceuticals
07-04-2021,SBILIFE,Largecap,Services
07-04-2021,CADILAHC,Largecap,Pharmaceuticals
07-04-2021,GODREJCP,Largecap,FMCG
07-04-2021,BHARTIARTL,Largecap,Telecom
07-04-2021,DIVISLAB,Largecap,Pharmaceuticals
07-04-2021,NAVINFLUOR,Midcap,Industrials
08-04-2021,DABUR,Largecap,FMCG
08-04-2021,INFY,Largecap,I.T
08-04-2021,JSWSTEEL,Largecap,Metals
08-04-2021,PIDILITIND,Largecap,Industrials
08-04-2021,SHREECEM,Largecap,Industrials
08-04-2021,AMBUJACEM,Largecap,Industrials
08-04-2021,HINDALCO,Largecap,Metals
08-04-2021,TATASTEEL,Largecap,Metals
08-04-2021,ASHOKLEY,Largecap,Auto
08-04-2021,TATAMOTORS,Largecap,Auto
08-04-2021,DEEPAKNTR,Largecap,Industrials
08-04-2021,WIPRO,Largecap,I.T
08-04-2021,PIIND,Largecap,Industrials
08-04-2021,AARTIIND,Largecap,Industrials
08-04-2021,IPCALAB,Largecap,Pharmaceuticals
08-04-2021,NMDC,Largecap,Industrials
08-04-2021,NAM-INDIA,Largecap,Finance
08-04-2021,HDFCAMC,Largecap,Finance
08-04-2021,METROPOLIS,Midcap,Pharmaceuticals
08-04-2021,MARICO,Largecap,FMCG
08-04-2021,CADILAHC,Largecap,Pharmaceuticals
08-04-2021,NAVINFLUOR,Midcap,Industrials
08-04-2021,TCS,Largecap,I.T
08-04-2021,TECHM,Largecap,I.T
08-04-2021,NAUKRI,Largecap,I.T
08-04-2021,MINDTREE,Largecap,I.T
08-04-2021,PERSISTENT,Largecap,I.T
08-04-2021,INDUSTOWER,Largecap,Telecom
08-04-2021,LTI,Largecap,I.T
09-04-2021,TITAN,Largecap,Miscellaneous
09-04-2021,LUPIN,Largecap,Pharmaceuticals
09-04-2021,RAMCOCEM,Largecap,Industrials
09-04-2021,HINDUNILVR,Largecap,FMCG
09-04-2021,TATACONSUM,Largecap,FMCG
09-04-2021,COLPAL,Largecap,FMCG
09-04-2021,WIPRO,Largecap,I.T
09-04-2021,PIIND,Largecap,Industrials
09-04-2021,INDIACEM,Midcap,Industrials
09-04-2021,METROPOLIS,Midcap,Pharmaceuticals
09-04-2021,INDIAMART,Largecap,I.T
09-04-2021,MARICO,Largecap,FMCG
09-04-2021,GLENMARK,Midcap,Pharmaceuticals
09-04-2021,CADILAHC,Largecap,Pharmaceuticals
09-04-2021,IGL,Largecap,Industrials
09-04-2021,SUNTV,Largecap,Media
09-04-2021,TECHM,Largecap,I.T
09-04-2021,PERSISTENT,Largecap,I.T
09-04-2021,OBEROIRLTY,Largecap,Realty
09-04-2021,GUJGASLTD,Largecap,Miscellaneous
12-04-2021,CIPLA,Largecap,Pharmaceuticals
12-04-2021,DRREDDY,Largecap,Pharmaceuticals
12-04-2021,IPCALAB,Largecap,Pharmaceuticals
15-04-2021,DABUR,Largecap,FMCG
16-04-2021,CIPLA,Largecap,Pharmaceuticals
16-04-2021,PFIZER,Largecap,Pharmaceuticals
16-04-2021,WIPRO,Largecap,I.T
16-04-2021,GLENMARK,Midcap,Pharmaceuticals
16-04-2021,CADILAHC,Largecap,Pharmaceuticals
16-04-2021,NAVINFLUOR,Midcap,Industrials
16-04-2021,SYNGENE,Largecap,Pharmaceuticals
19-04-2021,CIPLA,Largecap,Pharmaceuticals
19-04-2021,PFIZER,Largecap,Pharmaceuticals
19-04-2021,APOLLOHOSP,Largecap,Pharmaceuticals
19-04-2021,DIXON,Largecap,FMCG
19-04-2021,AUROPHARMA,Largecap,Pharmaceuticals
19-04-2021,GLENMARK,Midcap,Pharmaceuticals
19-04-2021,GRANULES,Midcap,Pharmaceuticals
19-04-2021,SYNGENE,Largecap,Pharmaceuticals
20-04-2021,DRREDDY,Largecap,Pharmaceuticals
20-04-2021,LUPIN,Largecap,Pharmaceuticals
20-04-2021,PFIZER,Largecap,Pharmaceuticals
20-04-2021,APOLLOHOSP,Largecap,Pharmaceuticals
20-04-2021,DIXON,Largecap,FMCG
20-04-2021,AUROPHARMA,Largecap,Pharmaceuticals
20-04-2021,JINDALSTEL,Largecap,Metals
20-04-2021,ICICIPRULI,Largecap,Services
22-04-2021,JINDALSTEL,Largecap,Metals
23-04-2021,TRENT,Largecap,FMCG
23-04-2021,POLYCAB,Largecap,Industrials
23-04-2021,INDIAMART,Largecap,I.T
23-04-2021,CUB,Midcap,Bank
23-04-2021,NAUKRI,Largecap,I.T
23-04-2021,ICICIPRULI,Largecap,Services
26-04-2021,ATUL,Largecap,Industrials
26-04-2021,AARTIIND,Largecap,Industrials
26-04-2021,SBILIFE,Largecap,Services
26-04-2021,IRCTC,Midcap,Miscellaneous
26-04-2021,AXISBANK,Largecap,Bank
26-04-2021,POWERGRID,Largecap,Miscellaneous
26-04-2021,ICICIPRULI,Largecap,Services
27-04-2021,ATUL,Largecap,Industrials
27-04-2021,SBIN,Largecap,Bank
27-04-2021,JSWSTEEL,Largecap,Metals
27-04-2021,VEDL,Largecap,Industrials
27-04-2021,TATASTEEL,Largecap,Metals
27-04-2021,SIEMENS,Largecap,FMCG
27-04-2021,SRF,Midcap,Industrials
27-04-2021,AARTIIND,Largecap,Industrials
27-04-2021,DIXON,Largecap,FMCG
27-04-2021,IRCTC,Midcap,Miscellaneous
27-04-2021,NATIONALUM,Midcap,Metals
27-04-2021,TVSMOTOR,Largecap,Auto
27-04-2021,DIVISLAB,Largecap,Pharmaceuticals
27-04-2021,NAVINFLUOR,Midcap,Industrials
27-04-2021,SUNTV,Largecap,Media
27-04-2021,POWERGRID,Largecap,Miscellaneous
27-04-2021,BAJAJ-AUTO,Largecap,Auto
27-04-2021,JUBLFOOD,Largecap,Quick Service Restaurant
27-04-2021,INDIGO,Largecap,Services
28-04-2021,HDFC,Largecap,Finance
28-04-2021,ATUL,Largecap,Industrials
28-04-2021,BAJFINANCE,Largecap,Finance
28-04-2021,SBIN,Largecap,Bank
28-04-2021,HDFCBANK,Largecap,Bank
28-04-2021,LICHSGFIN,Largecap,Finance
28-04-2021,MFSL,Largecap,Finance
28-04-2021,FEDERALBNK,Largecap,Bank
28-04-2021,SIEMENS,Largecap,FMCG
28-04-2021,BALKRISIND,Largecap,Auto
28-04-2021,CHOLAFIN,Largecap,Finance
28-04-2021,MOTHERSUMI,Largecap,Auto
28-04-2021,NIFTY,Smallcap,Indices
28-04-2021,BANKNIFTY,Smallcap,Indices
28-04-2021,DIXON,Largecap,FMCG
28-04-2021,POLYCAB,Largecap,Industrials
28-04-2021,INDIAMART,Largecap,I.T
28-04-2021,ICICIBANK,Largecap,Bank
28-04-2021,CUB,Midcap,Bank
28-04-2021,AXISBANK,Largecap,Bank
28-04-2021,TVSMOTOR,Largecap,Auto
28-04-2021,BHARTIARTL,Largecap,Telecom
28-04-2021,OFSS,Largecap,I.T
28-04-2021,UBL,Largecap,FMCG
28-04-2021,SUNTV,Largecap,Media
28-04-2021,NAUKRI,Largecap,I.T
28-04-2021,POWERGRID,Largecap,Miscellaneous
28-04-2021,BAJAJ-AUTO,Largecap,Auto
28-04-2021,BAJAJFINSV,Largecap,Finance
28-04-2021,CROMPTON,Largecap,FMCG
29-04-2021,BAJFINANCE,Largecap,Finance
29-04-2021,SAIL,Largecap,Metals
29-04-2021,VEDL,Largecap,Industrials
29-04-2021,CHOLAFIN,Largecap,Finance
29-04-2021,NIFTY,Smallcap,Indices
29-04-2021,DIXON,Largecap,FMCG
29-04-2021,MPHASIS,Largecap,I.T
29-04-2021,INDIAMART,Largecap,I.T
29-04-2021,INDUSINDBK,Largecap,Bank
29-04-2021,AXISBANK,Largecap,Bank
29-04-2021,GSPL,Midcap,Industrials
29-04-2021,SUNTV,Largecap,Media
29-04-2021,BAJAJFINSV,Largecap,Finance
30-04-2021,SAIL,Largecap,Metals
30-04-2021,DRREDDY,Largecap,Pharmaceuticals
30-04-2021,VEDL,Largecap,Industrials
30-04-2021,AARTIIND,Largecap,Industrials
30-04-2021,NMDC,Largecap,Industrials
30-04-2021,GAIL,Largecap,Industrials
30-04-2021,DIVISLAB,Largecap,Pharmaceuticals
30-04-2021,SUNTV,Largecap,Media
03-05-2021,BAJFINANCE,Largecap,Finance
03-05-2021,BHEL,Largecap,FMCG
03-05-2021,SAIL,Largecap,Metals
03-05-2021,GRASIM,Largecap,Textiles
03-05-2021,TATASTEEL,Largecap,Metals
03-05-2021,DEEPAKNTR,Largecap,Industrials
03-05-2021,DIXON,Largecap,FMCG
03-05-2021,NMDC,Largecap,Industrials
03-05-2021,SBILIFE,Largecap,Services
03-05-2021,MARICO,Largecap,FMCG
03-05-2021,NATIONALUM,Midcap,Metals
03-05-2021,CADILAHC,Largecap,Pharmaceuticals
03-05-2021,BHARTIARTL,Largecap,Telecom
03-05-2021,GRANULES,Midcap,Pharmaceuticals
03-05-2021,LTTS,Largecap,I.T
03-05-2021,ICICIPRULI,Largecap,Services
04-05-2021,LAURUSLABS,Largecap,Pharmaceuticals
04-05-2021,BAJFINANCE,Largecap,Finance
04-05-2021,HINDPETRO,Largecap,Industrials
04-05-2021,TATAPOWER,Largecap,Miscellaneous
04-05-2021,BHARATFORG,Largecap,Industrials
04-05-2021,BALKRISIND,Largecap,Auto
04-05-2021,SRF,Midcap,Industrials
04-05-2021,SBILIFE,Largecap,Services
04-05-2021,MARICO,Largecap,FMCG
04-05-2021,GAIL,Largecap,Industrials
05-05-2021,BEL,Largecap,FMCG
05-05-2021,VEDL,Largecap,Industrials
05-05-2021,ONGC,Largecap,Oils
05-05-2021,SRF,Midcap,Industrials
05-05-2021,TORNTPOWER,Largecap,Miscellaneous
05-05-2021,PERSISTENT,Largecap,I.T
05-05-2021,ALKEM,Largecap,Pharmaceuticals
06-05-2021,ATUL,Largecap,Industrials
06-05-2021,BEL,Largecap,FMCG
06-05-2021,BHEL,Largecap,FMCG
06-05-2021,HINDALCO,Largecap,Metals
06-05-2021,BPCL,Largecap,Industrials
06-05-2021,WIPRO,Largecap,I.T
06-05-2021,MOTHERSUMI,Largecap,Auto
06-05-2021,MPHASIS,Largecap,I.T
06-05-2021,NMDC,Largecap,Industrials
06-05-2021,NAVINFLUOR,Midcap,Industrials
06-05-2021,IGL,Largecap,Industrials
06-05-2021,COFORGE,Largecap,I.T
06-05-2021,FSL,Midcap,I.T
06-05-2021,MINDTREE,Largecap,I.T
06-05-2021,BAJAJ-AUTO,Largecap,Auto
07-05-2021,SAIL,Largecap,Metals
07-05-2021,JSWSTEEL,Largecap,Metals
07-05-2021,VEDL,Largecap,Industrials
07-05-2021,HINDALCO,Largecap,Metals
07-05-2021,TATASTEEL,Largecap,Metals
07-05-2021,BPCL,Largecap,Industrials
07-05-2021,WIPRO,Largecap,I.T
07-05-2021,NMDC,Largecap,Industrials
07-05-2021,NAM-INDIA,Largecap,Finance
07-05-2021,NATIONALUM,Midcap,Metals
07-05-2021,ULTRACEMCO,Largecap,Industrials
07-05-2021,DALBHARAT,Largecap,Industrials
07-05-2021,MUTHOOTFIN,Largecap,Finance
10-05-2021,HDFC,Largecap,Finance
10-05-2021,HINDPETRO,Largecap,Industrials
10-05-2021,SAIL,Largecap,Metals
10-05-2021,LICHSGFIN,Largecap,Finance
10-05-2021,VEDL,Largecap,Industrials
10-05-2021,ONGC,Largecap,Oils
10-05-2021,HINDALCO,Largecap,Metals
10-05-2021,TATASTEEL,Largecap,Metals
10-05-2021,ASHOKLEY,Largecap,Auto
10-05-2021,BPCL,Largecap,Industrials
10-05-2021,BALKRISIND,Largecap,Auto
10-05-2021,WIPRO,Largecap,I.T
10-05-2021,NIFTY,Smallcap,Indices
10-05-2021,AUROPHARMA,Largecap,Pharmaceuticals
10-05-2021,NMDC,Largecap,Industrials
10-05-2021,NATIONALUM,Midcap,Metals
10-05-2021,JINDALSTEL,Largecap,Metals
10-05-2021,GLENMARK,Midcap,Pharmaceuticals
10-05-2021,OFSS,Largecap,I.T
10-05-2021,NTPC,Largecap,Miscellaneous
10-05-2021,TECHM,Largecap,I.T
10-05-2021,TORNTPOWER,Largecap,Miscellaneous
10-05-2021,PERSISTENT,Largecap,I.T
10-05-2021,MUTHOOTFIN,Largecap,Finance
10-05-2021,ALKEM,Largecap,Pharmaceuticals
10-05-2021,MGL,Midcap,Industrials
11-05-2021,BEL,Largecap,FMCG
11-05-2021,CHAMBLFERT,Midcap,Industrials
11-05-2021,EXIDEIND,Midcap,Auto
11-05-2021,BHEL,Largecap,FMCG
11-05-2021,HINDPETRO,Largecap,Industrials
11-05-2021,ONGC,Largecap,Oils
11-05-2021,PIDILITIND,Largecap,Industrials
11-05-2021,FEDERALBNK,Largecap,Bank
11-05-2021,TATASTEEL,Largecap,Metals
11-05-2021,ABBOTINDIA,Largecap,Pharmaceuticals
11-05-2021,BHARATFORG,Largecap,Industrials
11-05-2021,BOSCHLTD,Largecap,Auto
11-05-2021,BPCL,Largecap,Industrials
11-05-2021,SIEMENS,Largecap,FMCG
11-05-2021,INDHOTEL,Largecap,Services
11-05-2021,APOLLOTYRE,Midcap,Auto
11-05-2021,BALKRISIND,Largecap,Auto
11-05-2021,COROMANDEL,Largecap,Industrials
11-05-2021,BERGEPAINT,Largecap,Industrials
11-05-2021,UPL,Largecap,Industrials
11-05-2021,SUNPHARMA,Largecap,Pharmaceuticals
11-05-2021,HAL,Largecap,FMCG
11-05-2021,IOC,Largecap,Industrials
11-05-2021,POLYCAB,Largecap,Industrials
11-05-2021,GAIL,Largecap,Industrials
11-05-2021,OFSS,Largecap,I.T
11-05-2021,IGL,Largecap,Industrials
11-05-2021,NTPC,Largecap,Miscellaneous
11-05-2021,GMRINFRA,Largecap,Realty
11-05-2021,PFC,Largecap,Finance
11-05-2021,POWERGRID,Largecap,Miscellaneous
11-05-2021,RECLTD,Largecap,Finance
11-05-2021,DALBHARAT,Largecap,Industrials
12-05-2021,CHAMBLFERT,Midcap,Industrials
12-05-2021,SBIN,Largecap,Bank
12-05-2021,SIEMENS,Largecap,FMCG
12-05-2021,TATAMOTORS,Largecap,Auto
12-05-2021,COROMANDEL,Largecap,Industrials
12-05-2021,UPL,Largecap,Industrials
12-05-2021,NMDC,Largecap,Industrials
12-05-2021,BANKBARODA,Largecap,Bank
12-05-2021,CADILAHC,Largecap,Pharmaceuticals
12-05-2021,GODREJCP,Largecap,FMCG
12-05-2021,POWERGRID,Largecap,Miscellaneous
12-05-2021,ABFRL,Largecap,FMCG
14-05-2021,CHAMBLFERT,Midcap,Industrials
14-05-2021,COLPAL,Largecap,FMCG
14-05-2021,INDIGO,Largecap,Services
17-05-2021,CHAMBLFERT,Midcap,Industrials
17-05-2021,TRENT,Largecap,FMCG
17-05-2021,LICHSGFIN,Largecap,Finance
17-05-2021,COLPAL,Largecap,FMCG
17-05-2021,UPL,Largecap,Industrials
17-05-2021,IPCALAB,Largecap,Pharmaceuticals
17-05-2021,POLYCAB,Largecap,Industrials
17-05-2021,BSOFT,Midcap,I.T
17-05-2021,ASTRAL,Largecap,FMCG
17-05-2021,PERSISTENT,Largecap,I.T
17-05-2021,DALBHARAT,Largecap,Industrials
18-05-2021,BAJFINANCE,Largecap,Finance
18-05-2021,BEL,Largecap,FMCG
18-05-2021,TITAN,Largecap,Miscellaneous
18-05-2021,HDFCBANK,Largecap,Bank
18-05-2021,TRENT,Largecap,FMCG
18-05-2021,LICHSGFIN,Largecap,Finance
18-05-2021,RELIANCE,Largecap,Industrials
18-05-2021,ACC,Largecap,Industrials
18-05-2021,FEDERALBNK,Largecap,Bank
18-05-2021,ASHOKLEY,Largecap,Auto
18-05-2021,INDHOTEL,Largecap,Services
18-05-2021,EICHERMOT,Largecap,Auto
18-05-2021,SRTRANSFIN,Largecap,Finance
18-05-2021,HAVELLS,Largecap,FMCG
18-05-2021,NIFTY,Smallcap,Indices
18-05-2021,BANKNIFTY,Smallcap,Indices
18-05-2021,IOC,Largecap,Industrials
18-05-2021,SBICARD,Largecap,Finance
18-05-2021,ICICIBANK,Largecap,Bank
18-05-2021,UBL,Largecap,FMCG
18-05-2021,ULTRACEMCO,Largecap,Industrials
18-05-2021,ASTRAL,Largecap,FMCG
18-05-2021,DELTACORP,Midcap,Media
18-05-2021,RECLTD,Largecap,Finance
18-05-2021,BAJAJ-AUTO,Largecap,Auto
18-05-2021,JUBLFOOD,Largecap,Quick Service Restaurant
18-05-2021,MUTHOOTFIN,Largecap,Finance
18-05-2021,ABFRL,Largecap,FMCG
18-05-2021,INDIGO,Largecap,Services
19-05-2021,BEL,Largecap,FMCG
19-05-2021,HINDPETRO,Largecap,Industrials
19-05-2021,ASHOKLEY,Largecap,Auto
19-05-2021,BOSCHLTD,Largecap,Auto
19-05-2021,NESTLEIND,Largecap,FMCG
19-05-2021,INDHOTEL,Largecap,Services
19-05-2021,BALKRISIND,Largecap,Auto
19-05-2021,BERGEPAINT,Largecap,Industrials
19-05-2021,IOC,Largecap,Industrials
19-05-2021,IRCTC,Midcap,Miscellaneous
19-05-2021,SBICARD,Largecap,Finance
19-05-2021,BSOFT,Midcap,I.T
19-05-2021,UBL,Largecap,FMCG
19-05-2021,FSL,Midcap,I.T
19-05-2021,DELTACORP,Midcap,Media
19-05-2021,BAJAJ-AUTO,Largecap,Auto
19-05-2021,JUBLFOOD,Largecap,Quick Service Restaurant
19-05-2021,OBEROIRLTY,Largecap,Realty
19-05-2021,CROMPTON,Largecap,FMCG
20-05-2021,CHAMBLFERT,Midcap,Industrials
20-05-2021,RAMCOCEM,Largecap,Industrials
20-05-2021,MRF,Largecap,Auto
20-05-2021,ASHOKLEY,Largecap,Auto
20-05-2021,BOSCHLTD,Largecap,Auto
20-05-2021,COROMANDEL,Largecap,Industrials
20-05-2021,ICICIGI,Largecap,Services
20-05-2021,INDIACEM,Midcap,Industrials
20-05-2021,SBICARD,Largecap,Finance
20-05-2021,FSL,Midcap,I.T
20-05-2021,OBEROIRLTY,Largecap,Realty
21-05-2021,LICHSGFIN,Largecap,Finance
21-05-2021,PIDILITIND,Largecap,Industrials
21-05-2021,ACC,Largecap,Industrials
21-05-2021,M&M,Largecap,Auto
21-05-2021,BPCL,Largecap,Industrials
21-05-2021,COLPAL,Largecap,FMCG
21-05-2021,SRTRANSFIN,Largecap,Finance
21-05-2021,CHOLAFIN,Largecap,Finance
21-05-2021,INDIACEM,Midcap,Industrials
21-05-2021,SBICARD,Largecap,Finance
21-05-2021,INDUSINDBK,Largecap,Bank
21-05-2021,CUB,Midcap,Bank
24-05-2021,EXIDEIND,Midcap,Auto
24-05-2021,SBIN,Largecap,Bank
24-05-2021,PIDILITIND,Largecap,Industrials
24-05-2021,FEDERALBNK,Largecap,Bank
24-05-2021,LT,Largecap,Realty
24-05-2021,BERGEPAINT,Largecap,Industrials
24-05-2021,UPL,Largecap,Industrials
24-05-2021,BANKNIFTY,Smallcap,Indices
24-05-2021,SBICARD,Largecap,Finance
24-05-2021,BANKBARODA,Largecap,Bank
24-05-2021,ICICIBANK,Largecap,Bank
24-05-2021,CUB,Midcap,Bank
24-05-2021,AXISBANK,Largecap,Bank
24-05-2021,DELTACORP,Midcap,Media
24-05-2021,BAJAJ-AUTO,Largecap,Auto
24-05-2021,IDFCFIRSTB,Largecap,Bank
24-05-2021,CROMPTON,Largecap,FMCG
25-05-2021,HINDPETRO,Largecap,Industrials
25-05-2021,BALKRISIND,Largecap,Auto
25-05-2021,EICHERMOT,Largecap,Auto
25-05-2021,BERGEPAINT,Largecap,Industrials
25-05-2021,UPL,Largecap,Industrials
25-05-2021,MPHASIS,Largecap,I.T
25-05-2021,IOC,Largecap,Industrials
25-05-2021,CONCOR,Largecap,Services
25-05-2021,IRCTC,Midcap,Miscellaneous
25-05-2021,PAGEIND,Largecap,FMCG
25-05-2021,DLF,Largecap,Realty
25-05-2021,JUBLFOOD,Largecap,Quick Service Restaurant
25-05-2021,PERSISTENT,Largecap,I.T
26-05-2021,TITAN,Largecap,Miscellaneous
26-05-2021,INFY,Largecap,I.T
26-05-2021,MFSL,Largecap,Finance
26-05-2021,ASIANPAINT,Largecap,Industrials
26-05-2021,BERGEPAINT,Largecap,Industrials
26-05-2021,UPL,Largecap,Industrials
26-05-2021,MPHASIS,Largecap,I.T
26-05-2021,ICICIBANK,Largecap,Bank
26-05-2021,HCLTECH,Largecap,I.T
26-05-2021,TVSMOTOR,Largecap,Auto
26-05-2021,BSOFT,Midcap,I.T
26-05-2021,TCS,Largecap,I.T
26-05-2021,COFORGE,Largecap,I.T
26-05-2021,TECHM,Largecap,I.T
26-05-2021,PAGEIND,Largecap,FMCG
26-05-2021,ASTRAL,Largecap,FMCG
26-05-2021,BAJAJFINSV,Largecap,Finance
26-05-2021,JUBLFOOD,Largecap,Quick Service Restaurant
26-05-2021,PERSISTENT,Largecap,I.T
26-05-2021,LTTS,Largecap,I.T
27-05-2021,INFY,Largecap,I.T
27-05-2021,AMBUJACEM,Largecap,Industrials
27-05-2021,BHARATFORG,Largecap,Industrials
27-05-2021,LT,Largecap,Realty
27-05-2021,M&M,Largecap,Auto
27-05-2021,NESTLEIND,Largecap,FMCG
27-05-2021,ASIANPAINT,Largecap,Industrials
27-05-2021,WIPRO,Largecap,I.T
27-05-2021,UPL,Largecap,Industrials
27-05-2021,NIFTY,Smallcap,Indices
27-05-2021,MPHASIS,Largecap,I.T
27-05-2021,POLYCAB,Largecap,Industrials
27-05-2021,TCS,Largecap,I.T
27-05-2021,GSPL,Midcap,Industrials
27-05-2021,SUNTV,Largecap,Media
27-05-2021,TECHM,Largecap,I.T
27-05-2021,MINDTREE,Largecap,I.T
27-05-2021,ASTRAL,Largecap,FMCG
27-05-2021,BAJAJ-AUTO,Largecap,Auto
27-05-2021,GODREJPROP,Largecap,Realty
27-05-2021,SYNGENE,Largecap,Pharmaceuticals
27-05-2021,MGL,Midcap,Industrials
27-05-2021,LTI,Largecap,I.T
27-05-2021,LTTS,Largecap,I.T
28-05-2021,KOTAKBANK,Largecap,Bank
28-05-2021,MRF,Largecap,Auto
28-05-2021,GRASIM,Largecap,Textiles
28-05-2021,RELIANCE,Largecap,Industrials
28-05-2021,FEDERALBNK,Largecap,Bank
28-05-2021,M&M,Largecap,Auto
28-05-2021,NIFTY,Smallcap,Indices
28-05-2021,HDFCAMC,Largecap,Finance
28-05-2021,INDUSINDBK,Largecap,Bank
